Azonosító,Típus,Cikkszám,"GTIN, UPC, EAN, or ISBN",Név,Közzétéve,Kiemelt?,Látható a katalógusban,Rövid leírás,Leírás,Akciós ár első napja,Akciós ár utolsó napja,Adó státusz,Adózási osztály,Raktáron?,Készlet,Alacsony készlet mennyiség,Függő rendelés engedélyezése?,Egyedileg értékesítető?,Tömeg (kg),Hosszúság (cm),Szélesség (cm),Magasság (cm),Engedélyezzük az értékelést?,Vásárlási megjegyzés,Akciós ár,Normál ár,Kategória,Címkék,Szállítási osztály,Képek,Letöltési korlát,Letöltés lejárati napok,Szülő,Csoportosított termékek,Upsell,Keresztértékesítés,Külső URL,Gomb szövege,Pozíció,Márkák,Tulajdonság neve 1,Tulajdonság (1) értéke(i),Tulajdonság 1 láthatósága,Tulajdonság (1) globális,Tulajdonság neve 2,Tulajdonság (2) értéke(i),Tulajdonság 2 láthatósága,Tulajdonság (2) globális,Tulajdonság neve 3,Tulajdonság (3) értéke(i),Tulajdonság 3 láthatósága,Tulajdonság (3) globális,Tulajdonság neve 4,Tulajdonság (4) értéke(i),Tulajdonság 4 láthatósága,Tulajdonság (4) globális,Tulajdonság neve 5,Tulajdonság (5) értéke(i),Tulajdonság 5 láthatósága,Tulajdonság (5) globális,Meta: slide_template,Meta: _olokp_old_slug,Meta: _yoast_wpseo_focuskw_text_input,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_metadesc,Meta: pro_price_extra_info,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _beeketing_last_update,Meta: pro_price_extra_info_position,Meta: eg_sources_html5_mp4,Meta: eg_sources_html5_ogv,Meta: eg_sources_html5_webm,Meta: eg_sources_youtube,Meta: eg_sources_vimeo,Meta: eg_sources_wistia,Meta: eg_sources_image,Meta: eg_sources_iframe,Meta: eg_sources_soundcloud,Meta: eg_vimeo_ratio,Meta: eg_youtube_ratio,Meta: eg_wistia_ratio,Meta: eg_html5_ratio,Meta: eg_soundcloud_ratio,Meta: eg_settings_custom_meta_skin,Meta: eg_settings_custom_meta_element,Meta: eg_settings_custom_meta_setting,Meta: eg_settings_custom_meta_style,Meta: mm_post_icon,Meta: _product_url,Meta: _button_text,Meta: eg-chili,Meta: _min_variation_price,Meta: _max_variation_price,Meta: _min_price_variation_id,Meta: _max_price_variation_id,Meta: _min_variation_regular_price,Meta: _max_variation_regular_price,Meta: _min_regular_price_variation_id,Meta: _max_regular_price_variation_id,Meta: _sale_price_times_from,Meta: _sale_price_times_to,Meta: _woo_ctr_select_countdown_timer,Meta: _woo_ctr_enable_progress_bar,Meta: _woo_ctr_progress_bar_goal,Meta: _woo_ctr_progress_bar_initial,Meta: _oembed_36e413540648713e58c77e2dbdc4991e,Meta: _min_variation_sale_price,Meta: _max_variation_sale_price,Meta: _min_sale_price_variation_id,Meta: _max_sale_price_variation_id,Meta: _wcct_goaldeal_stock_9080_1573862400_1574380800,Meta: arukereso_hide,Meta: waruk_prod_name,Meta: manufacturer,Meta: ean_code,Meta: shipping_cost,Meta: shipping_time,Meta: woo_prod_category,Meta: wc_esd_date_enable,Meta: wc_esd_date,Meta: wc_esd_date_message,Meta: _wp_page_template,Meta: _is_pre_order,Meta: _pre_order_date,Meta: _wpb_vc_js_status,Meta: commercekit_disable_inventory,Meta: _aioseo_keywords,Meta: _aioseo_og_article_section,Meta: _aioseo_og_article_tags,Meta: _aioseo_description,Meta: _aioseo_title,Meta: _aioseo_twitter_title,Meta: _wc_gla_synced_at,Meta: _wc_gla_sync_status,Meta: _wc_gla_visibility,Meta: _wc_gla_mc_status,Meta: _woo_uom_input,Meta: _aioseo_og_title,Meta: _aioseo_og_description,Meta: _aioseo_twitter_description,Meta: _aioseop_title,Meta: _aioseop_description
6272,simple,12,,Jolokia 4X (Szellem chili) 120 g-Chilion,1,0,hidden,"Jolokia 4x szósz Bhut Jolokia (1.000.000 SHU Szellem chili) és válogatott, mag nélküli (99%-ban) Kápia paprika keveréke, 95% színtiszta paprikából.
\n
\n<span style=""color: #ff0000;"">2017 The World Hot Sauce Awards Hot/Pepper Blend kategória nyertese.</span>","<h2>Jolokia 4X (Szellem chili)</h2>
Jolokia 4x szósz Bhut Jolokia (1.000.000 SHU Szellem chili) és válogatott, mag nélküli (99%-ban) Kápia paprika keveréke, 95% színtiszta paprikából.

A 4X kifejezés a Szellem chili arányát jelöli a Chilion<a href=""http://www.chilimania.hu/kisokos/""> Jolokia </a>szószunkhoz képest, azaz ez éppen 4-szer erősebb. Ízrobbanás a szájban, mennyei paprika íz, majd 4-5 másodperc alatt elönti szájüregünket a pokol. Ő a nagyágyú, Ő az “arany kupakos”, Ő a Chilion jelenlegi legerősebb szósza.
<h5>Haladóknak, fanatikusoknak és ínyenceknek ajánlom, akik egy csípős szósznál nem csak az erőt értékelik, hanem fontos a paprika fajtára jellemző íz, mint egy jó bornál. Ez nem egy ecetes, hagymás, sós, lemásolt termék, ez Chilion Jolokia 4X!</h5>
<a href=""http://chilimania.hu/2017/12/26/world-hot-sauce-awards/"" target=""_blank"" rel=""noopener noreferrer""><strong>2017 The World Hot Sauce Awards Hot/Pepper Blend kategória nyertes.</strong></a>

<span style=""color: #000000;""><strong>Összetevők: </strong></span>Jolokia chili és nyers, darált kápia paprika: 95,6%, étkezési só:4%, étkezési sav citromsav, tartósítószer: nátrium benzoát.

<strong><span style=""color: #000000;"">Tárolás :</span> </strong>Száraz, hűvös helyen tartandó! <span style=""color: #ff0000;"">Gyermekek elől elzárva tartandó!</span>

<strong><span style=""color: #000000;"">Gyártó: </span></strong><span style=""color: #000000;"">Chilion </span>

<strong><span style=""color: #000000;"">Származási hely : </span></strong><span style=""color: #000000;"">Magyarország</span>

<strong><span style=""color: #000000;"">Jolokia</span> : 1.000.000 SHU *</strong>

*SHU= <strong>Scoville-skála</strong>

A <b>Scoville-skála</b> a paprikafajták <i>csípősségét</i> méri. A <i>Capsicum</i> nemzetség tagjai (paprikafélék) csípősségét a kapszaicin nevű anyag okozza. Ez a bőrhőérzékelő idegvégződéseit ingerli, különösen a nyálkahártyákon. A Scoville-féle csípősségi egység <i>(Scoville heat unit,</i><b>SHU</b>) a kapszaicin relatív mennyiségét jelzi.
<h2>Chilion a kezdetektől</h2>
<strong><span style=""color: #000000;"">A Chilion márkanév 2014 óta létezik, de megálmodóik, István és Róbert 2011-ben kezdtek el hobbi szinten chilit termeszteni, ahogy az lenni szokott, zsebkendőnyi területen. Többnyire szellem chilit, habanerot, trinidad scorpiont és carolina reapert. A minőséget magasan tartják, számukra nemcsak a pokoli erő, de az íz is nagyon fontos. A kis családi vállalkozás mára országos ismertségre tett szert, köszönhetően profi webáruháznak, mely 2015-ben a legrangosabb elismerésben részesült, azaz a Telekom weblap verseny nagydíját hozták el.</span></strong>

A Chilion megálmodói számára a pokoli erő mellett nagyon fontos az íz, ezért nem főzik, csak darálják a paprikát, így megmarad a fajtára jellemző, egyedi íze.

Tökéletesen érezhető a Bhut Jolokia (Ghost Pepper vagy Szellem chili) enyhén gyümölcsös, harsány, semmivel össze nem téveszthető íze, mivel csak minimális só és tartósítószer használatával készül. Így épp olyan az érzés, mintha egy friss, ropogós chili paprikába harapnál. Nem hiszed? Próbáld ki!

A Habanero alapú szósz különlegessége, hogy lédús, édes, már-már túlérett paradicsommal keveredik a Habanero, ez a kombináció még inkább kiemeli tűzgolyó szerű, lendületes ízét. A paradicsom remek társa a Habneronak, gyümölcsös, enyhén füstös jellege előtérbe kerül, olyan harmóniában, ahogy még nem tapasztaltad. Erősen ajánlott kipróbálni!

A Habanero chili egyedülálló tulajdonsága: miután a nyelvünk hegyéhez érintettük a paprikát, a csípős érzés mint egy fólia, hátulról előre haladva terül el a nyelven és hosszú percekig élvezhetjük a lüktető erőt. Csodálatos!

A Chilion szószok különböznek a többi chili szósztól elkészítésében, megjelenésben és ízben. Nincsenek sztereotípiák (lángot köpő-mexikói kalapos, csontváz testű paprikák), nincs utánzás, nincs általánosítás. A gyártók számára a lényeg, hogy a legegyszerűbben, de a lehető legjobban kell termelni, feldolgozni és értékesíteni.

A márkanév a „chili” és a „ turn on” angol eredetű szavak összetétele, tehát: „bekapcsolja a chili hatást”. Ez az összes Chilion termékről elmondható.",,,taxable,,0,0,,0,0,0.252,,,,1,,,3590,"Csípősségi-Skála > 05.\, Extra csípős, Chili termékek > Chili szószok és krémek, Chili termékek, Márkák > Chilion, Csípősségi-Skála, Márkák, Chili termékek > Díjnyertes termékek > The World Hot Sauce Awards nyertesek","Chili szósz, Chilion, Jolokia",,"https://chilimania.hu/wp-content/uploads/2019/07/Chilion_jolokia4x_szosz_web-560x560.jpg, https://chilimania.hu/wp-content/uploads/2019/07/Chilion_jolokia4x_szosz_web-560x560.jpg",,,,,"Chilion-14, Chilion-13, Chilion-16",,,,304,,Márkanév,Chilion,1,1,Chilis termékek,Chili szószok és krémek,1,1,Csípősségi skála,5 - Extra csípős,1,1,Kiszerelés,120g,1,1,Egységár:,29917Ft/kg,1,1,,49,Jolokia 4X,Jolokia 4X,81,"Jolokia 4x szósz Bhut Jolokia (1.000.000 SHU Szellem chili) és válogatott, mag nélküli (99%-ban) Kápia paprika keveréke, 95% paprikából.",,,90,1482403548,no,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,2,Kiszállítás várható időpontja,default,no,,false,0,,,,,#post_title  #separator_sa #site_title,#post_title #separator_sa #site_title,,,,,,,,,,
6273,simple,Chilion-14,,Jolokia szósz (Szellem chili) 120 g-Chilion,1,0,hidden,"<p style=""text-align: left;""> <img class=""alignnone size-full wp-image-225"" src=""http://chilimania.hu/wp-content/uploads/2016/02/3-Csípős-logo.png"" alt=""3-Csípős logo"" width=""169"" height=""40"" /></p>","<h2>Jolokia szósz</h2>
Jolokia szósz piros lédús, Kápia paprika és Szellem Chili (bhut Jolokia) keveréke, minimális (4%) sóval. Olyan

mintha egy lédús, nagyon csípős paprikába harapnál, itt nincsenek mellék ízek! Magot nem tartalmaz ez a szószunk sem, így a gyomrot nem terheli meg és az étel sem lesz keserű a felesleges magoktól. A hatása 3-4 másodperc múlva érződik, ugyanis a kapszaicin a nyáltól és a száj melegében oldódik.

<strong>Jolokia szósz kiváló levesekhez, magyaros ételekhez, utólagos ételízesítéshez ajánlom. A vasárnapi ebéd kihagyhatatlan hozzávalója!</strong>

<span style=""color: #000000;""><strong>Összetevők: </strong></span>Jolokia chili és nyers, darált kápia paprika: 95,6%, étkezési só:4%, étkezési sav citromsav, tartósítószer: nátrium benzoát.

<strong><span style=""color: #000000;"">Tárolás :</span> </strong>Száraz, hűvös helyen tartandó! <span style=""color: #ff0000;"">Gyermekek elől elzárva tartandó!</span>

<strong><span style=""color: #000000;"">Gyártó: </span></strong><span style=""color: #000000;"">Chilion </span>

<strong><span style=""color: #000000;"">Származási hely : </span></strong><span style=""color: #000000;"">Magyarország</span>

<strong><span style=""color: #000000;"">Chili szósz csípősségi skála : </span></strong>

<img class=""alignnone size-full wp-image-225"" src=""http://chilimania.hu/wp-content/uploads/2016/02/3-Csípős-logo.png"" alt=""3-Csípős logo"" width=""169"" height=""40"" />

<strong>Jolokia:1.000.000*SHU</strong>

*SHU= <strong>Scoville-skála</strong>

A <b>Scoville-skála</b> a paprikafajták <i>csípősségét</i> méri. A <i>Capsicum</i> nemzetség tagjai (paprikafélék) csípősségét a kapszaicin nevű anyag okozza. Ez a bőrhőérzékelő idegvégződéseit ingerli, különösen a nyálkahártyákon. A Scoville-féle csípősségi egység <i>(Scoville heat unit,</i><b>SHU</b>) a kapszaicin relatív mennyiségét jelzi. Sok csípős szósz használja reklámjaiban a Scoville-skálát.
<h4><strong><span style=""color: #000000;"">A Chilion márkanév 2014 óta létezik, de megálmodóik, István és Róbert 2011-ben kezdtek el hobbi szinten chilit termeszteni, ahogy az lenni szokott, zsebkendőnyi területen. Többnyire szellem chilit, habanerot, trinidad scorpiont és carolina reapert. A minőséget magasan tartják, számukra nemcsak a pokoli erő, de az íz is nagyon fontos. A kis családi vállalkozás mára országos ismertségre tett szert, köszönhetően profi webáruháznak, mely 2015-ben a legrangosabb elismerésben részesült, azaz a Telekom weblap verseny nagydíját hozták el.</span></strong></h4>
A Chilion megálmodói számára a pokoli erő mellett nagyon fontos az íz, ezért nem főzik, csak darálják a paprikát, így megmarad a fajtára jellemző, egyedi íze.

Tökéletesen érezhető a Bhut Jolokia (Ghost Pepper vagy Szellem chili) enyhén gyümölcsös, harsány, semmivel össze nem téveszthető íze, mivel csak minimális só és tartósítószer használatával készül. Így épp olyan az érzés, mintha egy friss, ropogós chili paprikába harapnál. Nem hiszed? Próbáld ki!

A Habanero alapú szósz különlegessége, hogy lédús, édes, már-már túlérett paradicsommal keveredik a Habanero, ez a kombináció még inkább kiemeli tűzgolyó szerű, lendületes ízét. A paradicsom remek társa a Habneronak, gyümölcsös, enyhén füstös jellege előtérbe kerül, olyan harmóniában, ahogy még nem tapasztaltad. Erősen ajánlott kipróbálni!

A Habanero chili egyedülálló tulajdonsága: miután a nyelvünk hegyéhez érintettük a paprikát, a csípős érzés mint egy fólia, hátulról előre haladva terül el a nyelven és hosszú percekig élvezhetjük a lüktető erőt. Csodálatos!

A Chilion szószok különböznek a többi chili szósztól elkészítésében, megjelenésben és ízben. Nincsenek sztereotípiák (lángot köpő-mexikói kalapos, csontváz testű paprikák), nincs utánzás, nincs általánosítás. A gyártók számára a lényeg, hogy a legegyszerűbben, de a lehető legjobban kell termelni, feldolgozni és értékesíteni.

A márkanév a „chili” és a „ turn on” angol eredetű szavak összetétele, tehát: „bekapcsolja a chili hatást”. Ez az összes Chilion termékről elmondható.

&nbsp;",,,taxable,,0,0,,0,0,,,,,1,,,2450,Könyv,"Chili szósz, Chilion, Jolokia",,"https://chilimania.hu/wp-content/uploads/2019/07/Chilion_jolokia_szosz_web-560x560.jpg, https://chilimania.hu/wp-content/uploads/2019/07/Chilion_jolokia_szosz_web-560x560.jpg",,,,,"12, Chilion-13, Chilion-15",,,,306,,Márkanév,Chilion,1,1,Csípősségi skála,3 - Csípős,1,1,,,,,,,,,,,,,,,Jolokia szósz,Jolokia szósz,97,"A piros, lédús szósz Kápia paprika és Szellem Chili (bhut Jolokia) keveréke, minimális (4%) sóval készül.A jolokia szósz kiváló magyaros ételekbe.",,61,90,1482403550,,,,,,,,,,,,,,,,,,,,im-icon-twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,Kiszállítás várható időpontja,,no,,false,0,,,,"A piros, lédús szósz Kápia paprika és Szellem Chili (bhut Jolokia) keveréke, minimális (4%) sóval készül.A jolokia szósz kiváló magyaros ételekbe.",#post_title  #separator_sa #site_title,#post_title #separator_sa #site_title,,,,,,,,,,
6274,simple,Chilion-13,,Habanero 4X szósz 120 g-Chilion,1,0,hidden,"Piros Habanero és házi készítésű paradicsom szósz, enyhén füstös bbq-s ízvilággal. Ha kedveled a mediterrán ízeket, a chili ízével és erejével, és nem áll Tőled távol a grill-, bbq világa, akkor ez a Neked való szósz!","<h2>Habanero 4X szósz</h2>
Piros Habanero és házi készítésű paradicsom szósz, enyhén füstös bbq-s ízvilággal. Ha kedveled a mediterrán ízeket, a chili ízével és erejével, és nem áll Tőled távol a grill-, bbq világa, akkor ez a Neked való szósz!
<p style=""text-align: left;""><span style=""color: #000000;""><strong>Összetevők:</strong></span> Habanero chili és főtt, darált paradicsom (80%), cukor, étkezési só, tartósítószer. nátrium benzoát, kálium szorbát, kukoricakeményítő, ételecet.</p>
<strong><span style=""color: #000000;"">Tárolás :</span> </strong>Száraz, hűvös helyen tartandó!<span style=""color: #ff0000;"">Gyermekek elől elzárva tartandó!</span>

<strong><span style=""color: #000000;"">Gyártó: </span></strong><span style=""color: #000000;"">Chilion </span>

<strong><span style=""color: #000000;"">Származási hely : </span></strong><span style=""color: #000000;"">Magyarország</span>

<strong>Habanero: 350.000 SHU*</strong>

*SHU= <strong>Scoville-skála</strong>

A <b>Scoville-skála</b> a paprikafajták <i>csípősségét</i> méri. A <i>Capsicum</i> nemzetség tagjai (paprikafélék) csípősségét a kapszaicin nevű anyag okozza. Ez a bőrhőérzékelő idegvégződéseit ingerli, különösen a nyálkahártyákon. A Scoville-féle csípősségi egység <i>(Scoville heat unit,</i><b>SHU</b>) a kapszaicin relatív mennyiségét jelzi.
<h4><strong><span style=""color: #000000;"">A Chilion márkanév 2014 óta létezik, de megálmodóik, István és Róbert 2011-ben kezdtek el hobbi szinten chilit termeszteni, ahogy az lenni szokott, zsebkendőnyi területen. Többnyire szellem chilit, habanerot, trinidad scorpiont és carolina reapert. A minőséget magasan tartják, számukra nemcsak a pokoli erő, de az íz is nagyon fontos. A kis családi vállalkozás mára országos ismertségre tett szert, köszönhetően profi webáruháznak, mely 2015-ben a legrangosabb elismerésben részesült, azaz a Telekom weblap verseny nagydíját hozták el.</span></strong></h4>
A Chilion megálmodói számára a pokoli erő mellett nagyon fontos az íz, ezért nem főzik, csak darálják a paprikát, így megmarad a fajtára jellemző, egyedi íze.

Tökéletesen érezhető a Bhut Jolokia (Ghost Pepper vagy Szellem chili) enyhén gyümölcsös, harsány, semmivel össze nem téveszthető íze, mivel csak minimális só és tartósítószer használatával készül. Így épp olyan az érzés, mintha egy friss, ropogós chili paprikába harapnál. Nem hiszed? Próbáld ki!

A Habanero alapú szósz különlegessége, hogy lédús, édes, már-már túlérett paradicsommal keveredik a Habanero, ez a kombináció még inkább kiemeli tűzgolyó szerű, lendületes ízét. A paradicsom remek társa a Habneronak, gyümölcsös, enyhén füstös jellege előtérbe kerül, olyan harmóniában, ahogy még nem tapasztaltad. Erősen ajánlott kipróbálni!

A Habanero chili egyedülálló tulajdonsága: miután a nyelvünk hegyéhez érintettük a paprikát, a csípős érzés mint egy fólia, hátulról előre haladva terül el a nyelven és hosszú percekig élvezhetjük a lüktető erőt. Csodálatos!

A Chilion szószok különböznek a többi chili szósztól elkészítésében, megjelenésben és ízben. Nincsenek sztereotípiák (lángot köpő-mexikói kalapos, csontváz testű paprikák), nincs utánzás, nincs általánosítás. A gyártók számára a lényeg, hogy a legegyszerűbben, de a lehető legjobban kell termelni, feldolgozni és értékesíteni.

A márkanév a „chili” és a „ turn on” angol eredetű szavak összetétele, tehát: „bekapcsolja a chili hatást”. Ez az összes Chilion termékről elmondható.

&nbsp;",,,taxable,,0,0,,0,0,0.252,,,,1,,,3590,"Csípősségi-Skála > 04.\, Fokozottan csípős, Chili termékek > Chili szószok és krémek, Chili termékek, Márkák > Chilion, Csípősségi-Skála, Márkák","Chili szósz, Chilion, Habanero",,"https://chilimania.hu/wp-content/uploads/2019/07/Chilion_habanero4x_szosz_web-560x560.jpg, https://chilimania.hu/wp-content/uploads/2019/07/Chilion_habanero4x_szosz_web-560x560.jpg",,,,,"12, Chilion-14, Chilion-15",,,,249,,Márkanév,Chilion,1,1,Chilis termékek,Chili szószok és krémek,1,1,Csípősségi skála,4 - Fokozottan csípős,1,1,Kiszerelés,120g,1,1,Egységár:,29917Ft/kg,1,1,,,Habanero 4X,Habanero 4X,67,"Habanero 4X chili szósz íze enyhén édes, gyümölcsös és a Habanero füstölése miatt BBQ-s és pokoli csípős. Indiai, mexikói ételek remek .",,,90,1484911166,no,,,,,,,,,,,,,,,,,,,im-icon-facebook,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,2,Kiszállítás várható időpontja,default,no,,false,0,,,,"Habanero 4X chili szósz íze enyhén édes, gyümölcsös és a Habanero füstölése miatt BBQ-s és pokoli csípős. Indiai, mexikói ételek remek .",#post_title  #separator_sa #site_title,#post_title #separator_sa #site_title,,,,,,,,,,
6275,simple,Chilion-16,,Chili box 2db 120 g-os chili szószal -Chilion,1,0,hidden,"Chilin prémium chili szósz  termékei kiváló ajándék lehet ebben az exkluzív fa dobozban ismerőseidnek, üzleti partnereidnek.","<h2>Chili box 2db chili szósszal</h2>
Chilin prémium chili szósz  termékei kiváló ajándék lehet ebben az exkluzív fa dobozban ismerőseidnek, üzleti partnereidnek.

<b>Doboz tartalma:</b>
<ul>
 	<li><span style=""color: #000000;""><a style=""color: #000000;"" href=""http://chilimania.hu/termek/habanero-4x-szosz-120-g-chilion/"" target=""_blank"" rel=""noopener noreferrer"">1db Habanero 4x 120g</a></span></li>
 	<li><span style=""color: #000000;""><a style=""color: #000000;"" href=""http://chilimania.hu/termek/jolokia-4x-szellem-chili-120g-chilion/"" target=""_blank"" rel=""noopener noreferrer""> 1db  Jolokia 4x  120g</a></span></li>
</ul>",,,taxable,,0,0,,0,0,0.55,,,,1,,,8700,Márkák > Chilion,"Ajándék termékek, Chilion",,"https://chilimania.hu/wp-content/uploads/2019/07/Chilio_karacsony_1.png, https://chilimania.hu/wp-content/uploads/2019/07/Chilio_karacsony_1.png, https://chilimania.hu/wp-content/uploads/2019/07/kettes-1.jpg",,,,,"12, Chilion-13, Chilion-14, Chilion-15",,,,177,,Márkanév,Chilion,1,1,Chilis termékek,"Ajándék termék, Chili szószok és krémek",1,1,Kiszerelés,2*120g ( fadobozban),1,1,Egységár:,8700Ft/csomag,1,1,,,,,,,Chili box,Chili box,54,Chilion chili szószok kiváló ajándékok lehetnek Chili box fa dobozban. A Chili box fa dobozba 2 db 120 gr-os termék helyezhető.,,18,90,1484226116,no,,,,,,,,,,0,0,0,0,0,,,,,,,,Chili,6100,6790,2432,2431,6100,6790,2432,2431,00:00,00:00,salescountdowntimer,,,,,,,,,,,,,,,,,yes,2,Kiszállítás várható időpontja,default,no,,false,0,,,,Chilion chili szószok kiváló ajándékok lehetnek Chili box fa dobozban. A Chili box fa dobozba 2 db 120 gr-os termék helyezhető.,#post_title  #separator_sa #site_title,#post_title #separator_sa #site_title,,,,,,,,,,
6276,simple,Chilion-15,,Habanero szósz 120 g-Chilion,1,0,hidden,"<img class=""alignnone size-full wp-image-225"" src=""http://chilimania.hu/wp-content/uploads/2016/02/3-Csípős-logo.png"" alt=""3-Csípős logo"" width=""169"" height=""40"" />","<h2>Habanero szósz</h2>
Habanero szósz édes, lédús paradicsom és frissen darált Habanero keveréke, 80%-20% arányban. A paradicsom nagyszerű hozzávaló, még magasabb szintre emeli a Habanero ízét, remekül harmonizálnak. Pergő, dinamikus, lüktető ízű szósz, enyhén füstös. Ajánlom paradicsom alapú tészta ételekhez, pizzához, hamburgerhez, mártogatósnak. Egy szendvicset is nagyon fel lehet vele dobni, édeskés-paradicsomos-csípős,-füstös íze isteni. Kötelezően tartsd a hűtőben, mert a barátnőd imádni fogja!

<span style=""color: #000000;""><strong>Összetevők:</strong></span> Habanero chili és főtt, darált paradicsom (80%), cukor, étkezési só, tartósítószer. nátrium benzoát, kálium szorbát, kukoricakeményítő, ételecet.

<strong><span style=""color: #000000;"">Tárolás :</span> </strong>Száraz, hűvös helyen tartandó! <span style=""color: #ff0000;"">Gyermekek elől elzárva tartandó!</span>

<span style=""color: #000000;""><strong>Gyártó: </strong>Chilion </span>

<strong><span style=""color: #000000;"">Származási hely : </span></strong><span style=""color: #000000;"">Magyarország</span>

<strong><span style=""color: #000000;"">Chili szósz csípősségi skála : </span></strong>

<img class=""alignnone size-full wp-image-225"" src=""http://chilimania.hu/wp-content/uploads/2016/02/3-Csípős-logo.png"" alt=""3-Csípős logo"" width=""169"" height=""40"" />

&nbsp;

<span style=""color: #000000;""><strong>Habanero:</strong></span> 350.000 SHU*

*SHU= <strong>Scoville-skála</strong>

A <b>Scoville-skála</b> a paprikafajták <i>csípősségét</i> méri. A <i>Capsicum</i> nemzetség tagjai (paprikafélék) csípősségét a kapszaicin nevű anyag okozza. Ez a bőrhőérzékelő idegvégződéseit ingerli, különösen a nyálkahártyákon. A Scoville-féle csípősségi egység <i>(Scoville heat unit,</i><b>SHU</b>) a kapszaicin relatív mennyiségét jelzi. Sok csípős szósz használja reklámjaiban a Scoville-skálát.
<h4><strong><span style=""color: #000000;"">A Chilion márkanév 2014 óta létezik, de megálmodóik, István és Róbert 2011-ben kezdtek el hobbi szinten chilit termeszteni, ahogy az lenni szokott, zsebkendőnyi területen. Többnyire szellem chilit, habanerot, trinidad scorpiont és carolina reapert. A minőséget magasan tartják, számukra nemcsak a pokoli erő, de az íz is nagyon fontos. A kis családi vállalkozás mára országos ismertségre tett szert, köszönhetően profi webáruháznak, mely 2015-ben a legrangosabb elismerésben részesült, azaz a Telekom weblap verseny nagydíját hozták el.</span></strong></h4>
A Chilion megálmodói számára a pokoli erő mellett nagyon fontos az íz, ezért nem főzik, csak darálják a paprikát, így megmarad a fajtára jellemző, egyedi íze.

Tökéletesen érezhető a Bhut Jolokia (Ghost Pepper vagy Szellem chili) enyhén gyümölcsös, harsány, semmivel össze nem téveszthető íze, mivel csak minimális só és tartósítószer használatával készül. Így épp olyan az érzés, mintha egy friss, ropogós chili paprikába harapnál. Nem hiszed? Próbáld ki!

A Habanero alapú szósz különlegessége, hogy lédús, édes, már-már túlérett paradicsommal keveredik a Habanero, ez a kombináció még inkább kiemeli tűzgolyó szerű, lendületes ízét. A paradicsom remek társa a Habneronak, gyümölcsös, enyhén füstös jellege előtérbe kerül, olyan harmóniában, ahogy még nem tapasztaltad. Erősen ajánlott kipróbálni!

A Habanero chili egyedülálló tulajdonsága: miután a nyelvünk hegyéhez érintettük a paprikát, a csípős érzés mint egy fólia, hátulról előre haladva terül el a nyelven és hosszú percekig élvezhetjük a lüktető erőt. Csodálatos!

A Chilion szószok különböznek a többi chili szósztól elkészítésében, megjelenésben és ízben. Nincsenek sztereotípiák (lángot köpő-mexikói kalapos, csontváz testű paprikák), nincs utánzás, nincs általánosítás. A gyártók számára a lényeg, hogy a legegyszerűbben, de a lehető legjobban kell termelni, feldolgozni és értékesíteni.

A márkanév a „chili” és a „ turn on” angol eredetű szavak összetétele, tehát: „bekapcsolja a chili hatást”. Ez az összes Chilion termékről elmondható.

<strong>Partner oldal: <a href=""http://www.biobello.hu"">Biobello</a></strong>",,,taxable,,0,0,,0,0,0.252,,,,1,,,2450,Könyv,"Chili szósz, Chilion, Habanero",,"https://chilimania.hu/wp-content/uploads/Chilion_habanero_szosz_web-560x560.jpg, https://chilimania.hu/wp-content/uploads/Chilion_habanero_szosz_web-560x560.jpg",,,,,"Chilion-13, 12, Chilion-14",,,,275,,Kiszerelés,120g,1,1,Márkanév,Chilion,1,1,,,,,,,,,,,,,,,Habanero szósz,Habanero szósz,96,"Chilion enyhén füstös habanero szósz kiváló paradicsom alapú tészta ételekhez, pizzához, hamburgerhez, mártogatósnak és szendvicsekhez.",,,90,1484408073,,,,,,,,,,,,,,,,,,,,Habanero szósz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,Kiszállítás várható időpontja,,no,,false,0,,,,"Chilion enyhén füstös habanero szósz kiváló paradicsom alapú tészta ételekhez, pizzához, hamburgerhez, mártogatósnak és szendvicsekhez.",#post_title  #separator_sa #site_title,#post_title #separator_sa #site_title,,,,,,,,,,
